Grade	Subject	Chapter Name	Learning Outcomes
10	Mathematics	Surface Areas and Volumes	Solve problems involving conversion of solids.
10	Mathematics	Triangles	Prove and apply Basic Proportionality Theorem (Thales Theorem).
10	Mathematics	Triangles	Prove and apply Pythagoras Theorem.
10	Science	Acids, Bases and Salts	Understand properties of acids and bases.
10	Science	Acids, Bases and Salts	Explain the concept of pH and importance of salts.
10	Science	Carbon and its Compounds	Understand covalent bonding in carbon.
10	Science	Carbon and its Compounds	Identify functional groups and homologous series.
10	Science	Chemical Reactions and Equations	Balance chemical equations.
10	Science	Chemical Reactions and Equations	Classify types of chemical reactions.
10	Science	Control and Coordination	Understand the nervous system and reflex arc.
10	Science	Control and Coordination	Identify plant and animal hormones.
10	Science	Electricity	Understand Ohm's law and resistance.
10	Science	Electricity	Calculate power and heating effect of current.
10	Science	Heredity and Evolution	Understand Mendel's laws of inheritance.
10	Science	Heredity and Evolution	Explain the concept of evolution and speciation.
10	Science	How do Organisms Reproduce?	Differentiate between sexual and asexual reproduction.
10	Science	How do Organisms Reproduce?	Understand the human reproductive system.
10	Science	Human Eye and Colourful World	Understand defects of vision and their correction.
10	Science	Human Eye and Colourful World	Explain dispersion of light and atmospheric refraction.
10	Science	Life Processes	Understand nutrition, respiration, transport, and excretion.
10	Science	Life Processes	Explain the function of the human heart and kidneys.
10	Science	Light - Reflection and Refraction	Understand laws of reflection and refraction.
10	Science	Light - Reflection and Refraction	Draw ray diagrams for mirrors and lenses.
10	Science	Magnetic Effects of Electric Current	Understand magnetic field lines and electromagnetism.
10	Science	Magnetic Effects of Electric Current	Explain the working of electric motor and generator.
10	Science	Management of Natural Resources	Understand the need for sustainable management.
10	Science	Management of Natural Resources	Discuss the 3Rs (Reduce, Recycle, Reuse).
10	Science	Metals and Non-metals	Differentiate between metals and non-metals.
10	Science	Metals and Non-metals	Understand the reactivity series and extraction of metals.
10	Science	Our Environment	Understand ecosystems and food chains.
10	Science	Our Environment	Discuss ozone depletion and waste management.
10	Science	Periodic Classification of Elements	Understand Mendeleev's and Modern Periodic Table.
10	Science	Periodic Classification of Elements	Identify trends in the periodic table.
10	Science	Sources of Energy	Differentiate between renewable and non-renewable energy.
10	Science	Sources of Energy	Discuss solar, wind, and nuclear energy.
11	Accountancy	Introduction to Accounting	Understand meaning, objectives, and basic terms of accounting.
11	Accountancy	Theory Base of Accounting	Understand accounting concepts, principles, and standards (GAAP, Ind-AS).
11	Accountancy	Recording of Transactions - I	Record transactions in Journal and Ledger.
11	Accountancy	Recording of Transactions - II	Prepare Cash Book and other subsidiary books.
11	Accountancy	Bank Reconciliation Statement	Prepare BRS to reconcile cash book and pass book balance.
11	Accountancy	Trial Balance and Rectification of Errors	Prepare Trial Balance and rectify accounting errors.
11	Accountancy	Depreciation, Provisions and Reserves	Calculate depreciation using SLM and WDV methods.
11	Accountancy	Bill of Exchange	Understand accounting treatment of bills of exchange.
11	Accountancy	Financial Statements - I	Prepare Trading and Profit & Loss Account and Balance Sheet.
11	Accountancy	Financial Statements - II	Make adjustments in financial statements.
11	Accountancy	Accounts from Incomplete Records	Calculate profit/loss from single entry system.
11	Accountancy	Computers in Accounting	Understand the role of computers and AIS.
11	Biology	Anatomy of Flowering Plants	Understand internal structure of root, stem, and leaf.
11	Biology	Animal Kingdom	Classify animals based on fundamental features.
11	Biology	Biological Classification	Understand the Five Kingdom classification.
11	Biology	Biomolecules	Identify structure and function of carbohydrates, proteins, lipids.
11	Biology	Body Fluids and Circulation	Understand composition of blood and working of heart.
11	Biology	Breathing and Exchange of Gases	Understand respiratory system and mechanism of breathing.
11	Biology	Cell Cycle and Cell Division	Differentiate between mitosis and meiosis.
11	Biology	Cell: The Unit of Life	Describe structure and function of cell organelles.
11	Biology	Chemical Coordination and Integration	Understand endocrine glands and hormones.
11	Biology	Digestion and Absorption	Understand human digestive system and process of digestion.
11	Biology	Excretory Products and their Elimination	Understand human excretory system and urine formation.
11	Biology	Locomotion and Movement	Understand types of movement and skeletal system.
11	Biology	Mineral Nutrition	Identify essential minerals and their deficiency symptoms.
11	Biology	Morphology of Flowering Plants	Describe parts of a flowering plant.
11	Biology	Neural Control and Coordination	Understand structure of neuron and nervous system.
11	Biology	Photosynthesis in Higher Plants	Understand light and dark reactions of photosynthesis.
11	Biology	Plant Growth and Development	Understand plant growth regulators.
11	Biology	Plant Kingdom	Classify plants into Algae, Bryophytes, Pteridophytes, Gymnosperms, Angiosperms.
11	Biology	Respiration in Plants	Understand glycolysis and Kreb's cycle.
11	Biology	Structural Organisation in Animals	Describe tissues and morphology of earthworm/cockroach/frog.
11	Biology	The Living World	Understand characteristics of living organisms and taxonomy.
11	Biology	Transport in Plants	Understand movement of water and nutrients in plants.
11	Business Studies	Business Services	Understand banking, insurance, and communication services.
11	Business Studies	Emerging Modes of Business	Understand e-business and outsourcing.
11	Business Studies	Formation of a Company	Understand steps in forming a company.
11	Business Studies	Forms of Business Organisation	Compare Sole Proprietorship, Partnership, Company, etc.
11	Business Studies	Internal Trade	Understand wholesale and retail trade.
11	Business Studies	International Business	Understand export-import procedures and WTO.
11	Business Studies	Nature and Purpose of Business	Understand business, profession, and employment.
11	Business Studies	Private, Public and Global Enterprises	Differentiate between public and private sectors.
11	Business Studies	Small Business	Understand role of MSMEs and entrepreneurship.
11	Business Studies	Social Responsibility of Business	Understand CSR and business ethics.
11	Business Studies	Sources of Business Finance	Identify equity, debt, and retained earnings.
11	Chemistry	Chemical Bonding and Molecular Structure	Understand VSEPR theory and hybridization.
11	Chemistry	Classification of Elements and Periodicity	Understand periodic trends in properties.
11	Chemistry	Environmental Chemistry	Understand pollution and green chemistry.
11	Chemistry	Equilibrium	Understand chemical and ionic equilibrium.
11	Chemistry	Hydrocarbons	Understand alkanes, alkenes, alkynes, and aromatic hydrocarbons.
11	Chemistry	Hydrogen	Understand properties and uses of hydrogen.
11	Chemistry	Organic Chemistry - Some Basic Principles	Understand IUPAC nomenclature and reaction mechanisms.
11	Chemistry	Redox Reactions	Balance redox reactions and understand oxidation numbers.
11	Chemistry	Some Basic Concepts of Chemistry	Understand mole concept and stoichiometry.
11	Chemistry	States of Matter	Understand gas laws and intermolecular forces.
11	Chemistry	Structure of Atom	Understand quantum numbers and electronic configuration.
11	Chemistry	Thermodynamics	Understand laws of thermodynamics and enthalpy.
11	Chemistry	s-Block Elements	Understand properties of Alkali and Alkaline Earth Metals.
11	Chemistry	p-Block Elements	Understand properties of Group 13 and 14 elements.
11	Economics	Collection of Data	Understand sources and methods of data collection.
11	Economics	Comparative Development Experiences	Compare India with neighbors (China, Pakistan).
11	Economics	Correlation	Calculate and interpret correlation coefficient.
11	Economics	Current Challenges facing Indian Economy	Understand poverty, human capital, rural development.
11	Economics	Development Policies and Experience	Understand Indian economy 1947-1990 and 1991 reforms.
11	Economics	Employment: Growth, Informalisation	Understand employment trends and issues.
11	Economics	Environment and Sustainable Development	Understand environmental issues and sustainable development.
11	Economics	Index Numbers	Construct and interpret index numbers.
11	Economics	Infrastructure	Understand energy and health infrastructure.
11	Economics	Introduction to Microeconomics	Understand central problems of an economy and PPC.
11	Economics	Introduction to Statistics	Understand importance of statistics in economics.
11	Economics	Measures of Central Tendency	Calculate mean, median, and mode.
11	Economics	Measures of Dispersion	Calculate range, standard deviation, and Lorenz curve.
11	Economics	Organisation of Data	Understand classification and tabulation of data.
11	Economics	Presentation of Data	Present data using tables, diagrams, and graphs.
11	English	A Photograph	Analyze the theme of loss and memory in the poem.
11	English	Albert Einstein at School	Understand Einstein's conflict with traditional education.
11	English	Birth	Analyze the medical ethics and suspense in the story.
11	English	Childhood	Analyze the poet's reflection on losing childhood innocence.
11	English	Discovering Tut: The Saga Continues	Understand the mystery and history of King Tut.
11	English	Father to Son	Analyze the communication gap between father and son.
11	English	Landscape of the Soul	Contrast Chinese and European views on art.
11	English	Mother's Day	Enjoy the play about the status of a mother in the family.
11	English	Ranga's Marriage	Enjoy the humorous story about child marriage and astrology.
11	English	Silk Road	Understand the travelogue of a journey to Mount Kailash.
11	English	The Address	Analyze the poignant story of post-war memories.
11	English	The Adventure	Understand the blend of history and science fiction.
11	English	The Ailing Planet: The Green Movement's Role	Understand the environmental concerns raised.
11	English	The Browning Version	Analyze the character of Crocker-Harris.
11	English	The Ghat of the Only World	Understand the tribute to Agha Shahid Ali.
11	English	The Laburnum Top	Analyze the symbiotic relationship in nature.
11	English	The Portrait of a Lady	Analyze the relationship between the author and his grandmother.
11	English	The Summer of the Beautiful White Horse	Understand the theme of honesty and tribal pride.
11	English	The Tale of Melon City	Enjoy the satire on governance.
11	English	The Voice of the Rain	Analyze the cyclical nature of rain and poetry.
11	English	We're Not Afraid to Die...	Understand the theme of courage and endurance.
11	Geography	Climate	Understand India's climate and monsoons.
11	Geography	Composition and Structure of Atmosphere	Understand layers of atmosphere.
11	Geography	Distribution of Oceans and Continents	Understand continental drift and plate tectonics.
11	Geography	Drainage System	Identify Himalayan and Peninsular rivers.
11	Geography	Fundamentals of Geography	Understand geography as a discipline.
11	Geography	Geomorphic Processes	Understand weathering, erosion, and deposition.
11	Geography	India - Location	Understand India's size and location.
11	Geography	Interior of the Earth	Understand crust, mantle, and core.
11	Geography	Landforms and their Evolution	Identify landforms made by rivers, wind, glaciers.
11	Geography	Life on the Earth	Understand biosphere and ecology.
11	Geography	Minerals and Rocks	Classify rocks and minerals.
11	Geography	Movements of Ocean Water	Understand waves, tides, and currents.
11	Geography	Natural Hazards and Disasters	Understand floods, droughts, earthquakes, cyclones.
11	Geography	Natural Vegetation	Identify forest types in India.
11	Geography	Origin and Evolution of the Earth	Understand nebular hypothesis and big bang.
11	Geography	Soils	Classify Indian soils.
11	Geography	Solar Radiation, Heat Balance and Temperature	Understand heating of atmosphere.
11	Geography	Structure and Physiography	Understand physiographic divisions of India.
11	Geography	Water in the Atmosphere	Understand humidity, clouds, and precipitation.
11	Geography	Water (Oceans)	Understand hydrological cycle and ocean relief.
11	Mathematics	Binomial Theorem	Expand binomial expressions using the theorem.
11	Mathematics	Complex Numbers and Quadratic Equations	Understand complex numbers and solve quadratics.
11	Mathematics	Conic Sections	Understand equations of circle, parabola, ellipse, hyperbola.
11	Mathematics	Introduction to Three Dimensional Geometry	Understand coordinates in space and distance formula.
11	Mathematics	Limits and Derivatives	Calculate limits and derivatives of functions.
11	Mathematics	Linear Inequalities	Solve linear inequalities algebraically and graphically.
11	Mathematics	Mathematical Reasoning	Understand logic, statements, and validation.
11	Mathematics	Permutations and Combinations	Apply counting principles, nPr and nCr.
11	Mathematics	Principle of Mathematical Induction	Prove statements using induction.
11	Mathematics	Probability	Calculate probability using axiomatic approach.
11	Mathematics	Relations and Functions	Understand cartesian product, relations, and functions.
11	Mathematics	Sequences and Series	Understand AP, GP, and special series.
11	Mathematics	Sets	Understand set representation, types, and operations.
11	Mathematics	Statistics	Calculate mean deviation and standard deviation.
11	Mathematics	Straight Lines	Understand slope and various forms of line equation.
11	Mathematics	Trigonometric Functions	Understand trigonometric functions and their graphs.
11	Physics	Gravitation	Understand universal law of gravitation and satellites.
11	Physics	Kinetic Theory	Understand kinetic theory of gases.
11	Physics	Laws of Motion	Apply Newton's laws and friction.
11	Physics	Mechanical Properties of Fluids	Understand pressure, viscosity, and surface tension.
11	Physics	Mechanical Properties of Solids	Understand stress, strain, and elasticity.
11	Physics	Motion in a Plane	Understand vectors and projectile motion.
11	Physics	Motion in a Straight Line	Analyze motion using graphs and equations.
11	Physics	Oscillations	Understand SHM and simple pendulum.
11	Physics	Physical World	Understand scope and excitement of physics.
11	Physics	System of Particles and Rotational Motion	Understand center of mass and torque.
11	Physics	Thermal Properties of Matter	Understand heat, temperature, and expansion.
11	Physics	Thermodynamics	Understand laws of thermodynamics and heat engines.
11	Physics	Units and Measurements	Understand units, dimensions, and errors.
11	Physics	Waves	Understand wave motion, sound, and doppler effect.
11	Physics	Work, Energy and Power	Understand work-energy theorem and collisions.
11	Political Science	Citizenship	Understand concept of citizenship.
11	Political Science	Constitution: Why and How?	Understand the making and philosophy of the Constitution.
11	Political Science	Development	Understand models of development.
11	Political Science	Election and Representation	Understand election system in India.
11	Political Science	Equality	Understand dimensions of equality.
11	Political Science	Executive	Understand President, Prime Minister, and Council of Ministers.
11	Political Science	Federalism	Understand centre-state relations.
11	Political Science	Freedom	Understand liberty and constraints.
11	Political Science	Judiciary	Understand Supreme Court and judicial activism.
11	Political Science	Legislature	Understand Parliament and law-making process.
11	Political Science	Local Governments	Understand Panchayati Raj and Municipalities.
11	Political Science	Nationalism	Understand nations and nationalism.
11	Political Science	Peace	Understand approaches to peace.
11	Political Science	Political Theory: An Introduction	Understand scope of political theory.
11	Political Science	Rights	Understand Fundamental Rights.
11	Political Science	Rights in the Indian Constitution	Understand Fundamental Rights and Duties.
11	Political Science	Secularism	Understand Indian model of secularism.
11	Political Science	Social Justice	Understand justice and distribution.
12	Accountancy	Accounting for Partnership Firms - Basic Concepts	Understand partnership deed and profit sharing.
12	Accountancy	Accounting for Share Capital	Understand issue, forfeiture, and reissue of shares.
12	Accountancy	Analysis of Financial Statements	Understand tools of financial analysis.
12	Accountancy	Cash Flow Statement	Prepare cash flow statement (AS-3).
12	Accountancy	Change in Profit Sharing Ratio	Calculate sacrificing and gaining ratios.
12	Accountancy	Accounting Ratios	Calculate liquidity, solvency, activity, and profitability ratios.
12	Accountancy	Admission of a Partner	Adjust goodwill, revaluation, and capital.
12	Accountancy	Death of a Partner	Calculate deceased partner's share of profit.
12	Accountancy	Dissolution of Partnership Firm	Prepare Realisation Account.
12	Accountancy	Financial Statements of Not-for-Profit Organisations	Prepare Receipt & Payment, Income & Expenditure A/c.
12	Accountancy	Issue and Redemption of Debentures	Understand terms of issue and redemption.
12	Accountancy	Retirement of a Partner	Adjust capital and settle dues.
12	Biology	Biodiversity and Conservation	Understand levels of biodiversity and conservation methods.
12	Biology	Biotechnology and its Applications	Apply biotechnology in agriculture and medicine.
12	Biology	Biotechnology: Principles and Processes	Understand r-DNA technology.
12	Biology	Ecosystem	Understand energy flow and nutrient cycling.
12	Biology	Environmental Issues	Understand pollution and global environmental changes.
12	Biology	Evolution	Understand origin of life and evidence for evolution.
12	Biology	Human Health and Disease	Understand common diseases and immunity.
12	Biology	Human Reproduction	Understand male/female reproductive systems and fertilization.
12	Biology	Microbes in Human Welfare	Understand role of microbes in household and industry.
12	Biology	Molecular Basis of Inheritance	Understand DNA, RNA, replication, and translation.
12	Biology	Organisms and Populations	Understand adaptations and population interactions.
12	Biology	Principles of Inheritance and Variation	Understand Mendel's laws and genetic disorders.
12	Biology	Reproductive Health	Understand birth control and STDs.
12	Biology	Sexual Reproduction in Flowering Plants	Understand flower structure, pollination, and fertilization.
12	Biology	Strategies for Enhancement in Food Production	Understand animal husbandry and plant breeding.
12	Business Studies	Business Environment	Understand dimensions of business environment.
12	Business Studies	Consumer Protection	Understand consumer rights and responsibilities.
12	Business Studies	Controlling	Understand controlling process and techniques.
12	Business Studies	Directing	Understand motivation, leadership, and communication.
12	Business Studies	Financial Management	Understand financing, investment, and dividend decisions.
12	Business Studies	Financial Markets	Understand money market and capital market (SEBI).
12	Business Studies	Marketing Management	Understand marketing mix (4Ps).
12	Business Studies	Nature and Significance of Management	Understand levels and functions of management.
12	Business Studies	Organising	Understand structure, delegation, and decentralization.
12	Business Studies	Planning	Understand planning process and types of plans.
12	Business Studies	Principles of Management	Understand Fayol's and Taylor's principles.
12	Business Studies	Staffing	Understand recruitment, selection, and training.
12	Chemistry	Alcohols, Phenols and Ethers	Understand preparation and properties.
12	Chemistry	Aldehydes, Ketones and Carboxylic Acids	Understand reactions and acidic nature.
12	Chemistry	Amines	Understand basicity and diazotization.
12	Chemistry	Biomolecules	Understand carbohydrates, proteins, and vitamins.
12	Chemistry	Chemical Kinetics	Understand rate of reaction and order.
12	Chemistry	Chemistry in Everyday Life	Understand drugs, soaps, and detergents.
12	Chemistry	Coordination Compounds	Understand nomenclature and bonding (VBT, CFT).
12	Chemistry	Electrochemistry	Understand Nernst equation and cells.
12	Chemistry	General Principles and Processes of Isolation of Elements	Understand metallurgy processes.
12	Chemistry	Haloalkanes and Haloarenes	Understand SN1 and SN2 mechanisms.
12	Chemistry	Polymers	Classify polymers and polymerization.
12	Chemistry	Solutions	Understand colligative properties.
12	Chemistry	Surface Chemistry	Understand adsorption and colloids.
12	Chemistry	The d- and f- Block Elements	Understand properties of transition elements.
12	Chemistry	The p-Block Elements	Understand Group 15-18 elements.
12	Chemistry	The Solid State	Understand unit cells and packing efficiency.
12	Economics	Balance of Payments	Understand BoP components and foreign exchange rate.
12	Economics	Comparative Development Experiences of India and its Neighbours	Compare India with China and Pakistan.
12	Economics	Current Challenges facing Indian Economy	Understand poverty, infrastructure, etc. (Revision).
12	Economics	Determination of Income and Employment	Understand AD-AS approach and multiplier.
12	Economics	Development Experience (1947-90) and Economic Reforms since 1991	Review Indian economy history.
12	Economics	Government Budget and the Economy	Understand budget components and deficits.
12	Economics	Introduction to Macroeconomics	Understand scope of macroeconomics.
12	Economics	Money and Banking	Understand money supply and functions of RBI.
12	Economics	National Income Accounting	Calculate national income (GDP, GNP).
12	English	A Roadside Stand	Analyze the plea of the rural poor.
12	English	A Thing of Beauty	Understand the permanence of beauty.
12	English	Aunt Jennifer's Tigers	Analyze the theme of constraints of married life.
12	English	Deep Water	Understand Douglas's journey to overcome fear.
12	English	Evans Tries an O-Level	Enjoy the prison break drama.
12	English	Going Places	Analyze Sophie's fantasies vs reality.
12	English	Indigo	Understand Gandhi's role in Champaran.
12	English	Journey to the End of the Earth	Understand the importance of Antarctica.
12	English	Keeping Quiet	Analyze the need for introspection.
12	English	Lost Spring	Understand the plight of child laborers.
12	English	Memories of Childhood	Understand the pain of discrimination.
12	English	My Mother at Sixty-six	Analyze the fear of losing a parent.
12	English	On the Face of It	Understand the bond between Derry and Mr. Lamb.
12	English	Poets and Pancakes	Understand the humor in Gemini Studios.
12	English	Should Wizard Hit Mommy?	Analyze the adult vs child perspective.
12	English	The Enemy	Understand the conflict between duty and patriotism.
12	English	The Interview	Understand different views on interviews.
12	English	The Last Lesson	Analyze the importance of language and culture.
12	English	The Rattrap	Understand the essential goodness in humanity.
12	English	The Third Level	Analyze the theme of escapism.
12	English	The Tiger King	Enjoy the satire on power and destiny.
12	Mathematics	Application of Derivatives	Apply derivatives to tangents, increasing/decreasing functions.
12	Mathematics	Application of Integrals	Find area under simple curves.
12	Mathematics	Continuity and Differentiability	Check continuity and find derivatives.
12	Mathematics	Determinants	Calculate determinants and use properties.
12	Mathematics	Differential Equations	Solve first order differential equations.
12	Mathematics	Integrals	Evaluate indefinite and definite integrals.
12	Mathematics	Inverse Trigonometric Functions	Understand domain, range, and properties.
12	Mathematics	Linear Programming	Solve LPP graphically.
12	Mathematics	Matrices	Perform matrix operations.
12	Mathematics	Probability	Understand conditional probability and Bayes' theorem.
12	Mathematics	Relations and Functions	Understand types of relations and functions.
12	Mathematics	Three Dimensional Geometry	Understand lines and planes in space.
12	Mathematics	Vector Algebra	Understand vector operations and products.
12	Physics	Alternating Current	Understand AC circuits and resonance.
12	Physics	Atoms	Understand Bohr's model and spectra.
12	Physics	Communication Systems	Understand basic elements of communication.
12	Physics	Current Electricity	Apply Kirchhoff's laws and Wheatstone bridge.
12	Physics	Dual Nature of Radiation and Matter	Understand photoelectric effect and de Broglie hypothesis.
12	Physics	Electric Charges and Fields	Understand Coulomb's law and electric field.
12	Physics	Electrostatic Potential and Capacitance	Calculate potential and capacitance.
12	Physics	Electromagnetic Induction	Understand Faraday's laws and Lenz's law.
12	Physics	Electromagnetic Waves	Understand EM spectrum properties.
12	Physics	Magnetism and Matter	Understand earth's magnetism and magnetic materials.
12	Physics	Moving Charges and Magnetism	Calculate magnetic field due to current.
12	Physics	Nuclei	Understand binding energy and radioactivity.
12	Physics	Ray Optics and Optical Instruments	Understand reflection, refraction, and instruments.
12	Physics	Semiconductor Electronics	Understand diodes, transistors, and logic gates.
12	Physics	Wave Optics	Understand interference and diffraction.
12	Political Science	Alternative Centres of Power	Understand EU, ASEAN, and China.
12	Political Science	Challenges of Nation-Building	Understand partition and integration of states.
12	Political Science	Contemporary South Asia	Understand democracy and peace in South Asia.
12	Political Science	Crisis of Democratic Order	Understand the Emergency of 1975.
12	Political Science	Environment and Natural Resources	Understand global environmental politics.
12	Political Science	Era of One-Party Dominance	Understand Congress dominance.
12	Political Science	Globalisation	Understand causes and consequences of globalisation.
12	Political Science	India's External Relations	Understand India's foreign policy (China, Pakistan).
12	Political Science	International Organisations	Understand UN and its agencies.
12	Political Science	Parties and the Party Systems in India	Understand rise of regional parties.
12	Political Science	Planned Development	Understand Five Year Plans.
12	Political Science	Politics of Planned Development	Understand NITI Aayog.
12	Political Science	Recent Developments in Indian Politics	Understand coalition era and NDA/UPA.
12	Political Science	Regional Aspirations	Understand Jammu & Kashmir and North East issues.
12	Political Science	Rise of Popular Movements	Understand Chipko and Dalit Panthers.
12	Political Science	Security in the Contemporary World	Understand traditional and non-traditional security.
12	Political Science	The Cold War Era	Understand NAM and bipolarity.
12	Political Science	The End of Bipolarity	Understand disintegration of USSR.

12	Political Science	US Hegemony in World Politics	Understand US dominance.
